Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-09-24,73.99,74.51,73.85,74.41,14111365.0,0.0,1.0,71.79101613697432,72.2955617295034,71.65517693898572,72.19853373094011,14111365.0
2017-09-17,74.83,75.39,74.07,75.31,38578441.0,0.0,1.0,72.60605132490592,73.14940811686031,71.86863853582494,73.07178571800968,38578441.0
2017-09-10,74.33,74.44,73.84,73.98,14703816.0,0.0,1.0,72.12091133208949,72.22764213050911,71.6454741391294,71.78131333711801,14703816.0
2017-09-03,74.71,74.74,73.64,73.94,21736161.0,0.0,1.0,72.48961772662997,72.51872612619896,71.45141814200284,71.74250213769268,21736161.0
2017-08-27,72.86,73.35,72.48,72.82,12794301.0,0.0,1.0,70.6945997532092,71.1700369461693,70.32589335866874,70.65578855378389,12794301.0
2017-08-20,72.27,72.84,71.93,72.49,18761491.0,0.0,1.0,70.12213456168583,70.67519415349655,69.79223936657067,70.33559615852505,18761491.0
2017-08-13,71.61,72.7,71.28,72.5,21443675.0,0.0,1.0,69.11362203837702,70.16562382614173,68.79512608428311,69.97259597517572,21443675.0
2017-08-06,72.4,73.04,72.24,72.68,22578952.0,0.0,1.0,69.87608204969273,70.49377117278394,69.72165976891992,70.14632104104513,22578952.0
2017-07-30,72.67,73.31,72.54,73.04,18306680.0,0.0,1.0,70.13666964849682,70.75435877158803,70.01120154536893,70.49377117278394,18306680.0
2017-07-23,73.45,74.29,73.17,73.79,46717082.0,0.0,1.0,70.88947826726424,71.70019524132144,70.61923927591182,71.21762561390643,46717082.0
2017-07-16,72.24,73.27,71.96,72.78,25868086.0,0.0,1.0,69.72165976891992,70.71575320139482,69.4514207775675,70.24283496652812,25868086.0
2017-07-09,68.7,69.84,68.7,69.46,16878317.0,0.0,1.0,66.30506680682169,67.4053255573279,66.30506680682169,67.03857264049249,16878317.0
2017-07-02,68.78,69.38,68.74,68.93,24161068.0,0.0,1.0,66.38227794720808,66.96136150010608,66.34367237701488,66.5270488354326,24161068.0
2017-06-25,70.09,71.25,69.92,71.21,27617291.0,0.0,1.0,67.64661037103541,68.7661719066382,67.4825366977143,68.72756633644501,27617291.0
2017-06-18,69.73,70.0252,69.22,70.0,48345085.0,0.0,1.0,67.2991602392966,67.58406934732241,66.80693921933329,67.55974783810069,48345085.0
2017-06-11,72.035,72.08,68.59,70.32,49187396.0,0.0,1.0,69.52380622167976,69.56723748814711,66.19890148879038,67.86859239964629,49187396.0
2017-06-04,70.44,71.86,70.24,71.76,34770261.0,0.0,1.0,67.9844091102259,69.35490685208451,67.7913812592599,69.25839292660152,34770261.0
2017-05-28,69.8,70.22,69.52,69.96,19827923.0,0.0,1.0,67.36671998713469,67.7720784741633,67.09648099578229,67.52114226790749,19827923.0
2017-05-21,67.5,68.095,67.43,67.69,26961119.0,0.0,1.0,65.14689970102567,65.72115755764953,65.07933995318757,65.33027615944337,26961119.0
2017-05-14,68.61,68.61,68.04,68.38,18714123.0,0.0,1.0,65.8482171726432,65.8482171726432,65.301161586163,65.62747544476522,18714123.0
2017-05-07,68.9,69.03,68.485,69.0,19128782.0,0.0,1.0,66.12654369909805,66.25131076268124,65.72824884227474,66.22251836339281,19128782.0
2017-04-30,68.91,69.14,67.69,68.46,39548818.0,0.0,1.0,66.13614116552752,66.3568828934055,64.9652502611313,65.70425517620104,39548818.0
2017-04-23,65.67,66.7,65.45,66.4,32522645.0,0.0,1.0,63.0265620423769,64.01510108461305,62.815417780928406,63.72717709172874,32522645.0
2017-04-16,65.29,65.86,64.95,64.95,17896483.0,0.0,1.0,62.66185831805677,63.20891390453696,62.335544459454546,62.335544459454546,17896483.0
2017-04-09,65.85,65.96,65.44,65.68,14089274.0,0.0,1.0,63.19931643810749,63.304888568831736,62.80582031449892,63.036159508806385,14089274.0
2017-04-02,65.65,66.19,65.45,65.86,21040331.0,0.0,1.0,63.00736710951795,63.525630296709714,62.815417780928406,63.20891390453696,21040331.0
2017-03-26,65.36,65.45,64.76,64.98,22617105.0,0.0,1.0,62.7290405830631,62.815417780928406,62.15319259729448,62.36433685874297,22617105.0
2017-03-19,64.91,65.24,64.68,64.87,49219686.0,0.0,1.0,62.29715459373663,62.61387098590937,62.076412865858664,62.258764728018726,49219686.0
2017-03-12,65.11,65.26,64.75,64.93,19538245.0,0.0,1.0,62.48910392232617,62.63306591876834,62.143595130864995,62.316349526595594,19538245.0
2017-03-05,63.99,64.28,63.62,64.25,18139405.0,0.0,1.0,61.41418768222473,61.69251420867957,61.05908142433407,61.663721809391134,18139405.0
2017-02-26,64.53,64.8,64.135,64.62,21796800.0,0.0,1.0,61.9324508694165,62.19158246301238,61.55335094545215,62.018828067281795,21796800.0
2017-02-19,64.47,64.69,64.3,64.62,21248818.0,0.0,1.0,61.87486607083963,62.08601033228813,61.71170914153852,62.018828067281795,21248818.0
2017-02-12,64.25,64.3,63.975,64.0,18170729.0,0.0,1.0,61.29351165690249,61.341210887763886,61.031165887164775,61.055015502595474,18170729.0
2017-02-05,63.5,63.7,63.07,63.68,30301759.0,0.0,1.0,60.578023193981444,60.76882011742706,60.16780980857338,60.74974042508249,30301759.0
2017-01-29,65.39,65.91,64.89,65.78,44817972.0,0.0,1.0,62.38105412054247,62.87712612150106,61.90406181192844,62.75310812126141,44817972.0
2017-01-22,62.67,62.82,62.37,62.74,30213462.0,0.0,1.0,59.78621596168216,59.92931365426637,59.50002057651374,59.852994884888126,30213462.0
2017-01-15,62.62,62.865,62.35,62.7,19422310.0,0.0,1.0,59.738516730820756,59.97224296204163,59.480940884169186,59.814835500199,19422310.0
2017-01-08,62.3,63.15,62.04,62.84,19922919.0,0.0,1.0,59.43324165330778,60.24412857795163,59.185205652828486,59.948393346610935,19922919.0
2017-01-01,62.96,62.99,62.03,62.14,25579908.0,0.0,1.0,60.0628715006783,60.09149103919514,59.175665806656205,59.280604114551295,25579908.0
2016-12-25,63.45,63.54,62.8,63.24,12403819.0,0.0,1.0,60.53032396312005,60.61618257867057,59.910233961921804,60.329987193502156,12403819.0
2016-12-18,62.95,62.95,62.115,62.3,42453083.0,0.0,1.0,60.05333165450602,60.05333165450602,59.256754499120596,59.43324165330778,42453083.0
2016-12-11,61.18,61.99,61.125,61.97,27349356.0,0.0,1.0,58.36477888201236,59.13750642196709,58.31230972806482,59.11842672962252,27349356.0
2016-12-04,59.08,59.47,58.8,59.25,25515665.0,0.0,1.0,56.36141118583345,56.73346518655239,56.09429549300959,56.523588570762215,25515665.0
2016-11-27,60.3,60.53,60.13,60.53,8409616.0,0.0,1.0,57.52527241885167,57.744688880814124,57.3630950339229,57.744688880814124,8409616.0
2016-11-20,60.78,61.14,60.3,60.35,27686311.0,0.0,1.0,57.98318503512114,58.326619497323236,57.52527241885167,57.572971649713075,27686311.0
2016-11-13,58.23,59.116,58.01,59.02,38767843.0,0.0,1.0,55.18493694323712,56.02460471125546,54.976441560659204,55.93362490794874,38767843.0
2016-11-06,58.65,59.28,58.52,58.71,28697016.0,0.0,1.0,55.58297358270406,56.18002854190446,55.4597717657262,55.639835959770764,28697016.0
2016-10-30,60.01,60.52,59.58,59.87,33574684.0,0.0,1.0,56.87185412954937,57.35518433461637,56.464340427237985,56.739175249727055,33574684.0
2016-10-23,60.28,60.45,59.485,59.66,80032206.0,0.0,1.0,57.127734826349545,57.28884489470521,56.374308330215705,56.540156929993586,80032206.0
2016-10-16,57.12,57.74,57.12,57.42,27402451.0,0.0,1.0,54.13298296750308,54.720560863859035,54.13298296750308,54.41729485283661,27402451.0
2016-10-09,57.85,57.98,57.42,57.8,20089020.0,0.0,1.0,54.824808555147996,54.94801037212585,54.41729485283661,54.777423240925735,20089020.0
2016-10-02,57.57,57.77,57.34,57.6,29910788.0,0.0,1.0,54.55945079550337,54.74899205239239,54.341478350081005,54.58788198403672,29910788.0
2016-09-25,57.87,57.91,57.38,57.43,19955336.0,0.0,1.0,54.84376268083689,54.881670932214696,54.379386601458805,54.42677191568106,19955336.0
2016-09-18,57.63,57.63,56.75,57.25,44606965.0,0.0,1.0,54.616313172570074,54.616313172570074,53.782331642258406,54.25618478448094,44606965.0
2016-09-11,56.79,57.52,56.21,56.21,35113934.0,0.0,1.0,53.820239893636206,54.51206548128112,53.27057024865806,53.27057024865806,35113934.0
2016-09-04,57.67,58.19,57.42,57.67,18900489.0,0.0,1.0,54.65422142394788,55.14702869185932,54.41729485283661,54.65422142394788,18900489.0
2016-08-28,58.28,58.7,57.69,58.03,20971202.0,0.0,1.0,55.23232225745938,55.63035889692632,54.673175549636774,54.99539568634811,20971202.0
2016-08-21,57.43,57.73,57.2,57.62,17271044.0,0.0,1.0,54.42677191568106,54.71108380101458,54.20879947025869,54.60683610972562,17271044.0
2016-08-14,58.03,58.19,57.62,57.94,21655161.0,0.0,1.0,54.65286381010096,54.80355238858822,54.26672432772733,54.56810148470186,21655161.0
2016-08-07,57.65,58.21,57.45,57.96,29335221.0,0.0,1.0,54.294978436193695,54.822388460899134,54.10661771308461,54.586937557012774,29335221.0
2016-07-31,56.26,56.76,56.05,56.68,30558718.0,0.0,1.0,52.98587141058555,53.456773218358265,52.788092651321016,53.381428929114634,30558718.0
2016-07-24,56.08,56.6275,55.78,56.57,32157167.0,0.0,1.0,52.81634675978738,53.3319842392985,52.53380567512375,53.27783053140464,32157167.0
2016-07-17,53.95,54.0,53.21,53.7,32024385.0,0.0,1.0,50.81030505867563,50.8573952394529,50.11337038317201,50.57485415478927,32024385.0
2016-07-10,51.73,52.36,51.55,52.3,28391026.0,0.0,1.0,48.71950103216478,49.312837309958404,48.549976381366605,49.25632909302568,28391026.0
2016-07-03,51.13,51.72,51.07,51.16,21400392.0,0.0,1.0,48.15441886283753,48.71008299600933,48.097910645904804,48.18267297130389,21400392.0
2016-06-26,49.81,50.94,49.52,49.83,133502985.0,0.0,1.0,46.911238090317575,47.9754761758839,46.6381150418094,46.93007416262848,133502985.0
2016-06-19,50.41,50.43,49.82,50.13,45710516.0,0.0,1.0,47.47632025964482,47.495156331955734,46.92065612647303,47.212615247292106,45710516.0
2016-06-12,51.05,52.05,51.04,51.48,25833151.0,0.0,1.0,48.07907457359389,49.02087818913932,48.06965653743844,48.484050128278426,25833151.0
2016-06-05,52.38,52.42,51.6,51.79,23368291.0,0.0,1.0,49.331673382269315,49.36934552689113,48.59706656214388,48.77600924909751,23368291.0
2016-05-29,51.92,52.32,51.77,52.32,17721438.0,0.0,1.0,48.89844371911842,49.27516516533659,48.7571731767866,49.27516516533659,17721438.0
2016-05-22,50.48,51.22,50.4,50.62,23905769.0,0.0,1.0,47.542246512733,48.239181188236614,47.46690222348937,47.67409901890936,23905769.0
2016-05-15,51.44,51.895,51.04,51.08,22592342.0,0.0,1.0,48.1035296236386,48.529017686989214,47.72947418333037,47.76687972736119,22592342.0
2016-05-08,49.92,50.39,49.66,50.39,24787301.0,0.0,1.0,46.68211895046732,47.121634092829495,46.438982914266965,47.121634092829495,24787301.0
2016-05-01,49.35,50.25,49.35,49.87,48411684.0,0.0,1.0,46.14908994802809,46.99071468872161,46.14908994802809,46.635362020428786,48411684.0
2016-04-24,51.91,52.4297,50.77,51.78,126834091.0,0.0,1.0,48.54304476600077,49.02903629682124,47.47698676112231,48.4214767479006,126834091.0
2016-04-17,55.3,55.92,55.11,55.65,28793753.0,0.0,1.0,51.713164622613036,52.2929505550908,51.535488288466624,52.040463132882735,28793753.0
2016-04-10,54.67,55.28,54.32,54.42,22167223.0,0.0,1.0,51.12402730412757,51.69446185059763,50.796728793857866,50.890242653934926,22167223.0
2016-04-03,55.05,55.61,54.57,55.57,24399193.0,0.0,1.0,51.47937997242039,52.00305758885192,51.03051344405051,51.96565204482109,24399193.0
2016-03-27,53.84,54.33,53.73,54.21,19949972.0,0.0,1.0,50.34786226548799,50.806080179865575,50.24499701940322,50.693863547773105,19949972.0
2016-03-20,54.92,54.97,53.445,53.49,67625518.0,0.0,1.0,51.35781195432022,51.404568884358746,49.97848251818361,50.02056375521829,67625518.0
2016-03-13,53.0,53.07,52.38,53.07,32275677.0,0.0,1.0,49.562345840840706,49.62780554289464,48.982559908362944,49.62780554289464,32275677.0
2016-03-06,52.4,52.45,51.71,52.03,33034150.0,0.0,1.0,49.00126268037835,49.04801961041689,48.356017045846656,48.655261398093245,33034150.0
2016-02-28,52.6,52.68,51.1,51.3,35975925.0,0.0,1.0,49.18829040053247,49.26310148859412,47.7855824993766,47.972610219530715,35975925.0
2016-02-21,51.97,52.28,51.53,51.82,33559073.0,0.0,1.0,48.599153082047,48.889046048285884,48.18769209770795,48.45888229193142,33559073.0
2016-02-14,50.25,50.68,49.75,50.5,34243324.0,0.0,1.0,46.661916685068746,47.061212688542966,46.19761900661035,46.89406552429794,34243324.0
2016-02-07,51.94,52.0,49.56,50.16,62008994.0,0.0,1.0,48.23124283825812,48.28695855967313,46.02118588879616,46.57834310294623,62008994.0
2016-01-31,54.73,55.09,54.0,55.09,83611686.0,0.0,1.0,50.822023884055966,51.15631821254602,50.14414927350671,51.15631821254602,83611686.0
2016-01-24,51.41,52.33,51.26,52.29,37555789.0,0.0,1.0,47.73908729909222,48.59339502745567,47.5997979955547,48.556251213178996,37555789.0
2016-01-17,51.31,51.97,50.34,50.99,71820697.0,0.0,1.0,47.646227763400546,48.259100698965625,46.74549026719126,47.349077249187175,71820697.0
2016-01-10,52.37,53.28,52.15,52.33,48753969.0,0.0,1.0,48.63053884173234,49.47556061652662,48.42624786321065,48.59339502745567,48753969.0
2016-01-03,56.04,56.19,55.42,55.48,27334061.0,0.0,1.0,52.03848380161696,52.17777310515448,51.46275468032856,51.518470401743556,27334061.0
2015-12-27,55.86,55.96,55.43,55.67,9570002.0,0.0,1.0,51.87133663737194,51.96419617306362,51.47204063389772,51.694903519557755,9570002.0
2015-12-20,55.77,56.0,54.03,54.13,84684164.0,0.0,1.0,51.787763055249435,52.001339987340295,50.17200713421422,50.2648666699059,84684164.0
2015-12-13,54.71,55.1,54.01,54.06,39549497.0,0.0,1.0,50.803451976917636,51.16560416611518,50.153435227075875,50.19986499492172,39549497.0
2015-12-06,54.12,56.23,54.1,55.91,43963662.0,0.0,1.0,50.25558071633672,52.214916919431154,50.23700880919839,51.917766405217776,43963662.0
2015-11-29,53.8,54.08,53.79,53.93,9009132.0,0.0,1.0,49.95843020212335,50.218436902060056,49.949144248554184,50.07914759852254,9009132.0
2015-11-22,54.25,54.3,53.265,54.19,37147608.0,0.0,1.0,50.37629811273591,50.422727880581746,49.46163168617287,50.3205823913209,37147608.0
2015-11-15,53.07,53.29,52.53,52.84,36848175.0,0.0,1.0,48.947891049797114,49.15080297802314,48.44983449869686,48.735755852106266,36848175.0
2015-11-08,54.085,54.98,53.964,54.92,32851204.0,0.0,1.0,49.88405290047629,50.709535517577635,49.77245133995197,50.65419590078872,32851204.0
2015-11-01,53.32,53.99,52.62,52.64,46619761.0,0.0,1.0,49.1784727864176,49.79643184056051,48.53284392388023,48.551290462809874,46619761.0
2015-10-25,52.3,54.07,52.25,52.87,135227059.0,0.0,1.0,48.237699301006,49.87021799627906,48.19158295368191,48.763425660500715,135227059.0
2015-10-18,47.02,47.54,46.897,47.51,26450334.0,0.0,1.0,43.36781302358131,43.84742303575192,43.25436680916403,43.81975322735747,26450334.0
2015-10-11,47.45,47.54,46.92,47.11,28600632.0,0.0,1.0,43.76441361056855,43.84742303575192,43.27558032893312,43.45082244876468,28600632.0
2015-10-04,44.27,45.57,43.92,45.57,41839035.0,0.0,1.0,40.83141392075595,42.03043895118248,40.50859948948727,42.03043895118248,41839035.0
2015-09-27,44.48,44.73,43.76,43.94,29384601.0,0.0,1.0,41.02510257951715,41.25568431613764,40.36102717805015,40.5270460284169,29384601.0
2015-09-20,43.5,43.99,43.33,43.48,63143684.0,0.0,1.0,40.121222171964845,40.573162375741,39.96442659106291,40.1027756330352,63143684.0
2015-09-13,43.14,43.59,42.9399,43.48,27132527.0,0.0,1.0,39.789184471231344,40.20423159714822,39.604626849240304,40.1027756330352,27132527.0
2015-09-06,42.81,43.04,42.195,42.61,37138775.0,0.0,1.0,39.4848165788923,39.69695177658315,38.9175855068059,39.30035118959591,37138775.0
2015-08-30,43.47,44.15,43.39,43.93,28246725.0,0.0,1.0,40.09355236357039,40.72073468717811,40.01976620785183,40.517822758952086,28246725.0
2015-08-23,45.3,45.48,43.07,43.07,70053084.0,0.0,1.0,41.78141067563235,41.947429525999105,39.724621584977605,39.724621584977605,70053084.0
2015-08-16,46.53,47.1,46.52,47.0,21473402.0,0.0,1.0,42.636261206225086,43.158562278383876,42.627098029520546,43.06693051133847,21473402.0
2015-08-09,46.39,46.78,46.26,46.74,19163038.0,0.0,1.0,42.50797673236153,42.86534062383859,42.3888554352025,42.82868791702043,19163038.0
2015-08-02,47.29,47.37,46.5,46.7,31201480.0,0.0,1.0,43.332662635770134,43.405968049406454,42.608771676111466,42.79203521020227,31201480.0
2015-07-26,45.91,46.32,45.8,45.94,32333244.0,0.0,1.0,42.0681442505436,42.44383449542975,41.96734930679366,42.09563378065722,32333244.0
2015-07-19,46.55,46.78,46.26,46.62,29467107.0,0.0,1.0,42.654587559634166,42.86534062383859,42.3888554352025,42.718729796565945,29467107.0
2015-07-12,45.01,45.14,44.57,44.61,25465757.0,0.0,1.0,41.24345834713499,41.362579644294016,40.840278572135226,40.876931278953386,25465757.0
2015-07-05,44.48,44.75,44.06,44.4,21752013.0,0.0,1.0,40.75780998179436,41.00521575281695,40.37295656020368,40.68450456815805,21752013.0
2015-06-28,45.65,46.28,45.03,45.26,49835287.0,0.0,1.0,41.82990165622556,42.40718178861159,41.26178470054407,41.472537764748495,49835287.0
2015-06-21,46.79,46.825,45.99,46.1,63837036.0,0.0,1.0,42.87450380054313,42.906574919009024,42.14144966417992,42.24224460792986,63837036.0
2015-06-14,46.22,46.47,45.9,45.97,23930972.0,0.0,1.0,42.35220272838434,42.58128214599785,42.05898107383906,42.123123310770836,23930972.0
2015-06-07,46.31,46.52,45.84,46.14,25438086.0,0.0,1.0,42.43467131872521,42.627098029520546,42.004002013611824,42.27889731474802,25438086.0
2015-05-31,47.43,47.57,46.59,46.86,36519594.0,0.0,1.0,43.46094710963369,43.58923158349726,42.69124026645233,42.93864603747491,36519594.0
2015-05-24,47.3,47.35,46.82,46.9,25720583.0,0.0,1.0,43.341825812474674,43.387641695997374,42.90199333065675,42.97529874429307,25720583.0
2015-05-17,48.87,48.905,48.05,48.295,28642694.0,0.0,1.0,44.490573228879974,44.52243674561848,43.744056551006395,43.967101168175944,28642694.0
2015-05-10,47.55,47.98,47.52,47.75,35364911.0,0.0,1.0,43.28886345474202,43.68032951752939,43.261551868966166,43.470940693247776,35364911.0
2015-05-03,48.58,48.875,48.4,48.655,38937336.0,0.0,1.0,44.22656123304663,44.495125159842615,44.06269171839146,44.294840197486295,38937336.0
2015-04-26,45.66,48.14,45.65,47.87,130933665.0,0.0,1.0,41.568233550862686,43.82599130833399,41.5591296889374,43.58018703635122,130933665.0
2015-04-19,41.67,41.74,41.16,41.615,42387608.0,0.0,1.0,37.93579264267298,37.999519676149994,37.471495684483315,37.8857214020839,42387608.0
2015-04-12,41.63,41.95,41.41,41.72,28022002.0,0.0,1.0,37.899377194971834,38.19070077658103,37.6990922326155,37.981311952299414,28022002.0
2015-04-05,40.66,40.74,40.12,40.29,37487476.0,0.0,1.0,37.01630258821894,37.08913348362125,36.524694044253415,36.6794596969833,37487476.0
2015-03-29,41.12,41.43,40.83,40.97,34401398.0,0.0,1.0,37.43508023678216,37.71729995646608,37.17106824094883,37.29852230790285,34401398.0
2015-03-22,42.56,42.98,42.49,42.88,71904529.0,0.0,1.0,38.746036354023566,39.128398554885635,38.68230932054656,39.037359935632765,71904529.0
2015-03-15,40.7,41.47,40.61,41.38,58007705.0,0.0,1.0,37.052718035920094,37.75371540416723,36.970783278592506,37.67178064683964,58007705.0
2015-03-08,43.0,43.11,42.15,42.36,36248785.0,0.0,1.0,39.146606278736215,39.246748759914375,38.37277801508678,38.56395911551782,36248785.0
2015-03-01,44.13,44.2,43.66,43.85,33807740.0,0.0,1.0,40.1753426762937,40.23906970977072,39.747461165805184,39.92043454238566,33807740.0
2015-02-22,43.51,43.88,43.29,43.855,29721133.0,0.0,1.0,39.61090323692588,39.94774612816152,39.41061827456955,39.92498647334829,29721133.0
2015-02-15,43.38,43.87,43.15,43.87,40264887.0,0.0,1.0,39.21361269378166,39.65655114975107,39.00570280628582,39.65655114975107,40264887.0
2015-02-08,42.68,42.79,42.15,42.41,34616554.0,0.0,1.0,38.58084347096822,38.68027863455319,38.10174677369518,38.33677534216874,34616554.0
2015-02-01,41.55,41.58,40.35,40.4,78004944.0,0.0,1.0,37.5593731541408,37.58649183511852,36.47462591503204,36.51982371666158,78004944.0
2015-01-25,47.36,47.39,46.8,47.18,26211594.0,0.0,1.0,42.811357703492384,42.8384763844701,42.305142325241626,42.648645617626066,26211594.0
2015-01-18,45.31,46.28,45.17,46.24,35695289.0,0.0,1.0,40.958247836681586,41.8350851882945,40.8316939921189,41.798926946990875,35695289.0
2015-01-11,47.61,47.82,46.9,47.19,23715642.0,0.0,1.0,43.03734671164004,43.22717747848407,42.39553792850069,42.657685177951976,23715642.0
2015-01-04,46.66,47.42,46.54,46.76,27913852.0,0.0,1.0,42.17858848067893,42.86559506544782,42.07011375676806,42.268984083938,27913852.0
2014-12-28,48.41,48.41,47.82,47.88,13197817.0,0.0,1.0,43.760511537712546,43.760511537712546,43.22717747848407,43.28141484043951,13197817.0
2014-12-21,47.63,48.1,47.17,47.66,64551182.0,0.0,1.0,43.05542583229185,43.48028516760945,42.63960605730016,43.08254451326957,64551182.0
2014-12-14,46.78,47.73,46.67,46.95,34248371.0,0.0,1.0,42.28706320458981,43.145821435550914,42.18762804100485,42.44073573013023,34248371.0
2014-12-07,48.82,48.97,48.38,48.42,27313449.0,0.0,1.0,44.13113351107471,44.2667269159633,43.73339285673483,43.769551098038455,27313449.0
2014-11-30,47.95,48.195,47.61,47.81,21534426.0,0.0,1.0,43.344691762720856,43.56616099070556,43.03734671164004,43.21813791815817,21534426.0
2014-11-23,49.02,49.05,47.57,47.98,42884795.0,0.0,1.0,44.31192471759284,44.339043398570546,43.001188470336416,43.37181044369857,42884795.0
2014-11-16,49.74,50.045,49.39,49.58,29081657.0,0.0,1.0,44.678604668623265,44.95256877043126,44.36421963376162,44.53488579554365,29081657.0
2014-11-09,48.92,48.92,48.2901,48.68,28000598.0,0.0,1.0,43.94204544409027,43.94204544409027,43.37624220563499,43.72646713447086,28000598.0
2014-11-02,46.94,46.97,46.48,46.95,35849656.0,0.0,1.0,42.163524389730114,42.19047167843254,41.750332629626236,42.172506819297595,35849656.0
2014-10-26,46.83,46.9,45.18,46.13,61081039.0,0.0,1.0,42.06471766448788,42.12759467146021,40.58261678585442,41.4359475947646,61081039.0
2014-10-19,43.2,43.935,42.79,43.63,40683346.0,0.0,1.0,38.80409573149427,39.464304304703724,38.43581611922777,39.19034020289572,40683346.0
2014-10-12,45.6,46.12,43.95,44.03,51978146.0,0.0,1.0,40.95987882768839,41.42696516519712,39.47777794905493,39.549637385594735,51978146.0
2014-10-05,45.98,46.3,45.61,46.09,32453273.0,0.0,1.0,41.30121115125246,41.58864889741168,40.96886125725587,41.4000178764947,32453273.0
2014-09-28,45.93,46.62,45.76,46.41,27078764.0,0.0,1.0,41.25629900341509,41.87608664357089,41.103597700768,41.68745562265391,27078764.0
2014-09-21,46.81,47.57,46.6,47.52,202522400.0,0.0,1.0,42.04675280535294,42.72941745248107,41.858121784435944,42.6845053046437,202522400.0
2014-09-14,46.91,47.02,46.6,46.695,38244700.0,0.0,1.0,42.13657710102768,42.235383826269924,41.858121784435944,41.94345486532696,38244700.0
2014-09-07,45.11,45.93,45.11,45.91,36882700.0,0.0,1.0,40.51973977888209,41.25629900341509,40.51973977888209,41.23833414428013,36882700.0
2014-08-31,45.09,45.44,44.855,45.43,21607600.0,0.0,1.0,40.50177491974715,40.816159954608786,40.290687824911465,40.80717752504131,21607600.0
2014-08-24,45.35,45.47,45.07,45.15,18294500.0,0.0,1.0,40.73531808850151,40.84310724331121,40.48381006061219,40.555669497151996,18294500.0
2014-08-17,44.58,44.895,44.4,44.79,41611300.0,0.0,1.0,39.797842731093205,40.07905225240982,39.63715157605514,39.98531574530428,41611300.0
2014-08-10,43.23,43.315,42.91,43.2,28942700.0,0.0,1.0,38.59265906830774,38.66854100263127,38.306985903795635,38.56587720913473,28942700.0
2014-08-03,43.21,43.25,42.6,42.86,31170300.0,0.0,1.0,38.57480449552574,38.61051364108975,38.03024002567453,38.262349471840615,31170300.0
2014-07-27,44.3,44.66,44.3,44.5,26737700.0,0.0,1.0,39.547878712145106,39.86926102222123,39.547878712145106,39.72642443996518,26737700.0
2014-07-20,44.65,44.84,44.25,44.69,43407500.0,0.0,1.0,39.860333735830224,40.0299521772593,39.50324228019009,39.89604288139424,43407500.0
2014-07-13,41.7,42.09,41.48,42.09,24083000.0,0.0,1.0,37.22678425048422,37.57494841973336,37.03038394988214,37.57494841973336,24083000.0
2014-07-06,41.91,41.99,41.56,41.8,15969300.0,0.0,1.0,37.414257264695294,37.48567555582332,37.101802241010176,37.316057114394255,15969300.0
2014-06-29,41.61,42.29,41.51,42.25,74640000.0,0.0,1.0,37.14643867296519,37.753494147553425,37.05716580905516,37.71778500198941,74640000.0
2014-06-22,41.445,41.83,41.38,41.68,47764900.0,0.0,1.0,36.99913844751364,37.34283897356727,36.94111108597212,37.208929677702216,47764900.0
